Id Scheda;Nome;Tipologia;Nome Fornitore;Livello di qualificazione/adeguamento;Data di qualificazione;Scadenza qualificazione
SA-3909;ADS-Pec;SaaS;AD System Italia Srl;1;2025-06-23;2028-06-23
IA-4017;Amazon Compute Services;IaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-4010;Amazon Migration & Transfer Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-4001;Amazon Application Integration Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-3999;Amazon Blockchain Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
SA-6197;Resettami Servizi a Domanda;SaaS;CLE SRL;1;2025-06-09;2028-06-09
SA-6191;Resettami Accredito;SaaS;CLE SRL;1;2025-06-09;2028-06-09
SA-3895;MultiUtilitycard;SaaS;Sidera ICTease S.r.l.;2;2025-06-09;2028-06-09
SA-5709;In Recruiting Zucchetti;SaaS;Zucchetti Spa;1;2025-06-03;2028-06-03
IA-5789;Secure Public Cloud Amazon Web Services IaaS;IaaS;Polo Strategico Nazionale;2;2025-06-06;2028-06-06
SA-4180;SGX – Sistemi di gestione operativa per gli Enti Locali;SaaS;SG & Partners srl;1;2025-06-11;2028-06-11
SA-2270;ZEXTRAS CARBONIO - POSTA ELETTRONICA E COLLABORAZIONE;SaaS;Studio Storti Srl;1;2025-06-11;2028-06-11
SA-550;Clio-PA;SaaS;CLIO S.r.l.;1;2025-06-09;2028-06-09
SA-457;StayTour;SaaS;Hyksos Srl;1;2025-06-12;2028-06-12
SA-551;Clio-Whistleblowing;SaaS;CLIO S.r.l.;1;2025-06-09;2028-06-09
IA-5419;IBM Cloud VMware Solutions;IaaS;IBM ITALIA SPA;1;2025-06-16;2028-06-16
IA-4019;Amazon Storage Services;IaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
SA-6404;Suite I.Ter.;SaaS;OASI software S.r.l.;1;2025-07-25;2028-07-25
SA-6405;Suite IDRAE;SaaS;OASI software S.r.l.;1;2025-07-25;2028-07-25
SA-2361;Targa System;SaaS;TargaSystem S.r.L.;1;2025-07-25;2028-07-25
SA-3614;Sistema Tributario;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-3611;Document Management;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-5512;GES.PER. Plus;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-3616;Siope+;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-3619;Siti Web PA;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-5825;Cubbit DS3 Powered;SaaS;Cubbit S.r.l.;1;2025-07-15;2028-07-15
SA-6552;@kropolis su Unimatica;SaaS;Datamanagement Italia s.r.l.;1;2025-07-15;2028-07-15
SA-2439;Teleforum FOR® SaaS;SaaS;EUforLEGAL srl;1;2025-07-15;2028-07-15
SA-5582;SmartCloud;SaaS;Zucchetti Healthcare S.r.l.;2;2025-07-15;2028-07-15
SA-5707;Portale Personale;SaaS;Zucchetti Healthcare S.r.l.;2;2025-07-15;2028-07-15
SA-5587;Cloud+;SaaS;Zucchetti Healthcare S.r.l.;2;2025-07-15;2028-07-15
SA-5639;TINNVISION 2030;SaaS;Maggioli Spa;1;2025-03-17;2028-03-17
SA-4435;Giustizia Metropolitana su Community Cloud Lepida;SaaS;Net Service SpA;1;2025-07-15;2028-07-15
SA-3731;P@SRI 4.0;SaaS;Project Automation SpA;1;2025-07-15;2028-07-15
IA-2271;FASTcloud IaaS – VirtualPrivateDataCenter;IaaS;Fastweb S.p.A.;2;2025-07-11;2028-07-11
SA-2415;FASTcloud Drive;SaaS;Fastweb S.p.A.;2;2025-07-11;2028-07-11
SA-2912;FastITSM;SaaS;Fastweb S.p.A.;2;2025-07-11;2028-07-11
SA-3046;FastSafe;SaaS;Fastweb S.p.A.;2;2025-07-11;2028-07-11
SA-6204;REK;SaaS;MARNO SRL;1;2025-07-15;2028-07-15
SA-1014;Medicodigitale.it;SaaS;MARNO SRL;1;2025-07-15;2028-07-15
SA-6389;SyPDFCloud;SaaS;Sygest s.r.l.;1;2025-07-15;2028-07-15
SA-4100;K – DIGITAL FRAMEWORK;SaaS;K-Digitale S.r.l.;1;2025-07-21;2028-07-21
SA-6427;Gestione e riscossione delle entrate degli enti locali e privati;SaaS;Publiservizi srl;1;2025-07-21;2028-07-21
PA-6248;SCT PaaS CSST;PaaS;Telecom Italia S.p.A.;2;2025-07-21;2028-07-21
IA-6249;SCT IaaS CSST;IaaS;Telecom Italia S.p.A.;2;2025-07-21;2028-07-21
IA-6246;SCT IaaS RTPC;IaaS;Telecom Italia S.p.A.;2;2025-07-21;2028-07-21
SA-5632;ECOfinder;SaaS;TELLUS S.R.L.;1;2025-07-29;2028-07-29
SA-3617;Sportello Unico edilizia;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-3621;Se.Cim.;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-3623;Amministrazione Trasparente;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-3622;Trasparenza Rifiuti;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-6400;Mosaico DigitAI su Lepida;SaaS;Ambito S.r.l.;2;2025-06-17;2028-06-17
SA-2626;Mosaico DigitAI su Azure;SaaS;Ambito S.r.l.;2;2025-06-17;2028-06-17
SA-3076;EntrateOnline Soggiorniamo;SaaS;Oesis s.r.l.;1;2025-06-17;2028-06-17
IA-3103;VPS Basic;IaaS;Host S.p.A.;1;2025-06-23;2028-06-23
IA-4127;Host Bucket;IaaS;Host S.p.A.;1;2025-06-23;2028-06-23
SA-4020;SmartEye Analytics su AWS;SaaS;Maggioli Spa;1;2025-06-23;2028-06-23
SA-2307;PDM Control;SaaS;INPUT SRL;1;2025-06-17;2028-06-17
SA-746;AFLink Smart PA;SaaS;TeamSystem SpA;1;2025-04-08;2028-04-08
SA-5757;Servizio Payroll - eLaborHub;SaaS;TeleConsul Editore SpA;1;2025-06-23;2028-06-23
IA-1807;Cloud Virtual Data Center;IaaS;Var Group S. p. A.;1;2025-06-23;2028-06-23
SA-6326;ACTAFOIA;SaaS;Actainfo s.r.l.;1;2025-06-25;2028-06-25
SA-2547;Lamiacittà;SaaS;Ai4Smartcity S.r.l. a Socio Unico;1;2025-06-24;2028-06-24
SA-6309;GEDOCS (Gestione Documentale Sicura);SaaS;ISPar srl;1;2025-06-26;2028-06-26
SA-4204;Inventari;SaaS;ESSE IN SRL;1;2025-07-08;2028-07-08
PA-6321;Arionline-FS;PaaS;Arionline srl;1;2025-06-25;2028-06-25
PA-6311;Arionline-FW;PaaS;Arionline srl;1;2025-06-25;2028-06-25
IA-1925;My Work Force;IaaS;Convergenze S.p.A. Società Benefit;1;2025-06-25;2028-06-25
SA-6194;IX-CE;SaaS;ABLE TECH S.P.A.;1;2025-06-27;2028-06-27
PA-3961;Cloud Run;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-4067;Sensitive Data Protection - precedentemente chiamato Cloud Data Loss Prevention;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-3960;Cloud Monitoring;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
IA-3956;Backup & DR;IaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-3959;Cloud IDS;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-3953;Access Approval;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-4063;Service Directory;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-4060;Organization Policy Service;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
PA-4062;Resource Manager API;PaaS;Google Cloud Italy S.r.l.;2;2025-06-17;2028-06-17
SA-966;DK Manutenzione PA;SaaS;888 Software Products s.r.l.;1;2025-06-20;2028-06-20
SA-1061;Samira;SaaS;DOT BEYOND SRL;1;2025-06-20;2028-06-20
SA-871;Sistema Informativo Territoriale Evoluto - URP;SaaS;LdP Progetti Gis;1;2025-04-28;2028-04-28
SA-6664;TreeLliant - SOC as a Service - AWS INFR;SaaS;Webgenesys SpA;1;2025-07-09;2028-07-09
SA-6656;TreeLliant - SOC as a Service - HPC - OVH;SaaS;Webgenesys SpA;1;2025-07-09;2028-07-09
SA-6657;TreeLliant - SOC as a Service - DS OVH;SaaS;Webgenesys SpA;1;2025-07-09;2028-07-09
SA-5866;Salesforce Einstein Platform;SaaS;SALESFORCE.COM Italy S.r.l.;2;2025-05-29;2028-05-29
SA-6061;TE online - Trasporti Eccezionali On Line;SaaS;Berenice s.r.l.;2;2025-05-23;2028-05-23
SA-3100;SAIPA-HV – Suite Applicativa Integrata Pubblica Amministrazione Halley Veneto;SaaS;Halley Veneto Srl;1;2025-05-27;2028-05-27
SA-3887;Archimede Soluzioni cloud per la scuola;SaaS;Codebase SRL;1;2025-05-20;2028-05-20
SA-6842;Gonotice;SaaS;InfoCert S.p.A.;1;2025-08-06;2028-08-06
IA-5376;Servizi Storage su IBM Cloud: Block Storage & Cloud object Storage;IaaS;IBM ITALIA SPA;1;2025-08-04;2028-08-04
SA-6456;IBM® Db2® as a Service;SaaS;IBM ITALIA SPA;1;2025-08-04;2028-08-04
SA-6580;Planning;SaaS;Argo Software srl;1;2025-08-06;2028-08-06
SA-4155;CUP (Centro Unico di Prenotazione);SaaS;Invisiblefarm;1;2025-08-06;2028-08-06
PA-5773;Servizio Hosting Cloud;PaaS;HKSTYLECORP SRL;1;2025-07-31;2028-07-31
SA-5771;Storage in Cloud;SaaS;HKSTYLECORP SRL;1;2025-07-31;2028-07-31
SA-5606;Cloud Backup Services;SaaS;HKSTYLECORP SRL;1;2025-07-31;2028-07-31
SA-3632;StartWeb – Software per la gestione presenze;SaaS;ELTIME Srl;1;2025-08-04;2028-08-04
SA-3633;Check&In – Software per il controllo accessi;SaaS;ELTIME Srl;1;2025-08-04;2028-08-04
SA-2988;KEYMAP: la piattaforma web che integra sistemi di gestione e norme obbligatorie;SaaS;Team Quality Srl;1;2025-06-06;2028-06-06
SA-2996;iShareDoc;SaaS;DiGi ONE Srl;1;2025-06-27;2028-06-27
SA-6232;Servizio di Fleet Management per Aziende e PA, denominato "3FS - Third Millennium Fleet System";SaaS;PROGE-SOFTWARE S.r.l.;1;2025-06-17;2028-06-17
SA-1273;DATASAN;SaaS;InSoft S.r.l.;1;2025-06-27;2028-06-27
SA-6445;ASCOT GPI su SIAG;SaaS;GPI SPA;1;2025-08-04;2028-08-04
SA-3224;TOL;SaaS;SELEXI SRL;2;2025-07-21;2028-07-21
SA-1711;GRC Cora;SaaS;Compet-e srl;1;2025-08-04;2028-08-04
SA-4191;Software Controlli;SaaS;Invisiblefarm;1;2025-08-06;2028-08-06
SA-4161;SIVIAN;SaaS;Invisiblefarm;1;2025-08-06;2028-08-06
SA-4169;SIVIAN Planning;SaaS;Invisiblefarm;1;2025-08-06;2028-08-06
SA-6312;MercaWEB;SaaS;ABACO S.p.A.;1;2025-06-23;2028-06-23
SA-5687;CWOL HR LP;SaaS;PALITALSOFT SRL;1;2025-02-11;2028-02-10
SA-4603;Axios FIS WEB;SaaS;Axios Italia Service Srl;1;2025-08-06;2028-08-06
SA-4213;Servizi Sociali Cloud;SaaS;Marruncheddu Pietro Francesco G.;1;2025-08-06;2028-08-06
SA-6131;KLens;SaaS;RED V SRL;1;2025-08-06;2028-08-06
SA-6449;ProPonti – Sistema per la Classificazione del Rischio, la Valutazione della Sicurezza e il Monitoraggio dei Ponti;SaaS;PROPONTI SRL;1;2025-08-11;2028-08-11
SA-4345;Suite OliPa33;SaaS;Pa33 s.r.l.;1;2025-08-11;2028-08-11
SA-5692;CODICE - 2025;SaaS;RINNOVAPA S.R.L.;1;2025-08-11;2028-08-11
SA-3942;CWOL.LD;SaaS;RINNOVAPA S.R.L.;1;2025-08-11;2028-08-11
SA-3940;GitCo;SaaS;RINNOVAPA S.R.L.;1;2025-08-11;2028-08-11
SA-6550;Synapse Pathology;SaaS;Fujifilm Healthcare Italia S.p.A.;2;2025-08-13;2028-08-13
SA-4819;WOW;SaaS;I&S Informatica e Servizi srl;1;2025-08-13;2028-08-13
SA-3916;CWOL.LD;SaaS;laBconsulenze S.r.l.;1;2025-08-11;2028-08-11
SA-3913;Sarida Suite;SaaS;laBconsulenze S.r.l.;1;2025-08-11;2028-08-11
SA-587;Carto@Web;SaaS;Oikos Engineering s.r.l.;1;2025-08-13;2028-08-13
SA-6558;GAIA Observer;SaaS;XVALUE SRL;1;2025-08-13;2028-08-13
SA-4401;REGDIAL - Registro Regionale di dialisi e trapianto;SaaS;Cooperativa E.D.P. La Traccia;1;2025-09-30;2028-09-30
SA-6810;Suite PA 2.0 - 2025;SaaS;Cooperativa E.D.P. La Traccia;1;2025-09-30;2028-09-30
SA-4626;Bitdefender GravityZone;SaaS;Bitdefender Italia Srl;1;2025-09-30;2028-09-30
SA-6856;SDG – Sistema Data Entry Generalizzato;SaaS;DATA SOLUTION PROVIDER SRL;1;2025-09-30;2028-09-30
SA-4289;Catasto unico Impianti Termici;SaaS;New Energy Company NEC s.r.l.;1;2025-09-30;2028-09-30
SA-6540;Accu-Chek Care;SaaS;Roche Diabetes Care Italy S.p.A.;2;2025-09-30;2028-09-30
SA-6871;Exprivia ContentFlow;SaaS;EXPRIVIA S.P.A.;1;2025-10-01;2028-10-01
SA-6328;ARXivar Ready;SaaS;ABLE TECH S.P.A.;1;2025-10-10;2028-10-10
SA-3212;Whistleblowing su Dinova;SaaS;Maggioli Spa;1;2025-10-10;2028-10-10
SA-7027;NuvolaComuniPSB;SaaS;SISCOM SPA;1;2025-10-09;2028-10-09
SA-2987;TIM COMUNICA TOP PA;SaaS;Telecom Italia S.p.A.;1;2025-10-09;2028-10-09
SA-6915;ANNCSU (Aggiornamento coordinate);SaaS;Pa33 s.r.l.;1;2025-10-10;2028-10-10
SA-3442;ECS IOT PLATFORM;SaaS;EUROPSYS SRL;1;2025-10-10;2028-10-10
SA-4975;Urbi Smart su Telecom;SaaS;PA Digitale S.p.A.;1;2025-10-10;2028-10-10
SA-4976;Conservazione Digitale a Norma CDAN su Telecom;SaaS;PA Digitale S.p.A.;1;2025-10-10;2028-10-10
SA-6847;Situm Platform;SaaS;Situm Technologies S.L.;1;2025-10-13;2028-10-13
IA-6769;ZEN CLOUD-MANAGED INFRASTRUCTURE-1;IaaS;Gruppo Zenit s.r.l.;1;2025-10-13;2028-10-13
IA-5210;Servizio IaaS MPG;IaaS;MPG System S.r.l.;1;2024-10-22;2025-10-21
SA-6586;ansera;SaaS;ansera srls;1;2025-10-16;2028-10-16
SA-4824;CGM CARE MAP;SaaS;CGM TELEMEDICINE Srl;2;2025-09-12;2028-09-12
SA-6318;VitalAireHub Azure;SaaS;CGM TELEMEDICINE Srl;2;2025-09-12;2028-09-12
SA-6931;FortiClient EMS Cloud;SaaS;Fortinet Inc.;1;2025-10-17;2028-10-17
SA-6642;Netskope SASE;SaaS;Netskope Italy S.R.L.;2;2025-10-17;2028-10-17
SA-7112;AMT CLOUD MAIL;SaaS;AMT Services S.r.l.;1;2025-10-17;2028-10-17
IA-7015;Server Virtuali privati;IaaS;Ng Way s.r.l;1;2025-10-17;2028-10-17
IA-7021;Hosting Condiviso;IaaS;Ng Way s.r.l;1;2025-10-17;2028-10-17
SA-6123;Hyris bAPP;SaaS;Hyris Srl;1;2025-10-16;2028-10-16
SA-614;Arcadoc in cloud;SaaS;Aeffegroup Srl;1;2025-10-22;2028-10-22
SA-6420;AgeVola;SaaS;NEMEA SISTEMI SRL;1;2025-10-22;2028-10-22
SA-6942;Alter Web ERP;SaaS;OASI software S.r.l.;1;2025-10-23;2028-10-23
SA-5067;Amministrazione Trasparente;SaaS;Sfera S.r.l.;1;2025-10-23;2028-10-23
IA-6952;Seeweb Cloud Server High Memory;IaaS;Seeweb s.r.l.;2;2025-10-23;2028-10-23
SA-6421;Fenix;SaaS;EL.CO. S.r.l.;2;2025-09-22;2028-09-22
SA-5961;Suite Net4market;SaaS;Net4market - CSAmed s.r.l.;1;2025-09-15;2028-09-15
SA-6270;COMsy Platform;SaaS;Labitech S.R.L.;2;2025-07-30;2028-07-30
SA-4120;We-Com OpenData Suite;SaaS;We-Com s.r.l.;1;2025-09-12;2028-09-12
IA-6732;Servizio di gestione ed erogazione dell'infrastruttura – IaaS;IaaS;Wiit SpA;2;2025-09-12;2028-09-12
SA-4302;SIAV CONNECT;SaaS;SIAV SPA;1;2025-09-12;2028-09-12
SA-4392;AMMINISTRAZIONE TRASPARENTE;SaaS;UNIDOS S.R.L.;1;2025-09-15;2028-09-15
SA-6739;Easy Transparency;SaaS;Consulenza e Servizi per le Selezioni s.r.l.;1;2025-09-12;2028-09-12
SA-6720;On Click Fix (OCF);SaaS;INIX GROUP ITALIA SRL;2;2025-09-12;2028-09-12
SA-6782;INIX Eagle (Centreon Saas);SaaS;INIX GROUP ITALIA SRL;2;2025-09-12;2028-09-12
SA-4740;suite smart_edu;SaaS;Be Smart s.r.l.;1;2025-09-12;2028-09-12
SA-4303;SIAV SILLOGE;SaaS;SIAV SPA;1;2025-09-12;2028-09-12
SA-1840;TEGIS;SaaS;Servizi Professionali Innovativi srl;1;2025-08-13;2028-08-13
SA-1562;Giotto Chain;SaaS;Almaviva S.p.A.;2;2025-01-23;2028-01-22
SA-6331;Tencyle;SaaS;We-Com s.r.l.;1;2025-09-12;2028-09-12
SA-3172;iPrivacy;SaaS;We-Com s.r.l.;1;2025-09-12;2028-09-12
SA-6092;Care4Today Smart Tracking;SaaS;JOHNSON & JOHNSON MEDICAL S.P.A;1;2025-10-03;2028-10-03
SA-6566;AI-powered SysAid ITSM Cloud;SaaS;IRIMÌ S.r.l.;1;2025-10-03;2028-10-03
SA-4354;Pratiche@;SaaS;Project srl;1;2025-10-03;2028-10-03
SA-5101;NETTARE CLOUD 2024;SaaS;LIBRAM SRL;1;2024-12-19;2027-12-18
SA-6032;Portale Abbonamenti - SA-6032;SaaS;PARK IT SRL;1;2025-10-03;2028-10-03
SA-7049;F5 Distributed Multi-Cloud Services;SaaS;F5 Networks Limited;1;2025-11-13;2028-11-13
SA-4827;ProDe;SaaS;CSA Scpa;2;2025-11-11;2028-11-11
SA-4829;CDS-PORTAL;SaaS;CSA Scpa;2;2025-11-11;2028-11-11
SA-5558;Telefono Speciale;SaaS;TELEVITA S.P.A.;2;2025-11-11;2028-11-11
SA-6771;4cAi X Legal;SaaS;4C s.r.l;1;2025-11-17;2028-11-17
PA-6928;sql2app [PA-6928];PaaS;Morolabs Srl;1;2025-11-17;2028-11-17
SA-4483;Suite Elink;SaaS;Ellenia s.n.c. di Borsatti Clara e C.;1;2025-11-20;2028-11-20
SA-4458;Elink;SaaS;Ellenia s.n.c. di Borsatti Clara e C.;1;2025-11-20;2028-11-20
SA-5599;Wisetown IssueManager su Azure;SaaS;TeamDev srl;1;2025-03-07;2028-03-07
SA-364;INES Cloud;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
SA-7038;ERP C4H;SaaS;Dedalus Italia spa;2;2025-11-11;2028-11-11
SA-4322;FortiSASE;SaaS;Fortinet Inc.;2;2025-11-11;2028-11-11
SA-5560;Info Abile;SaaS;TELEVITA S.P.A.;2;2025-11-11;2028-11-11
SA-6488;GOPLANNER TIME;SaaS;INFORDATA SISTEMI S.r.l.;1;2025-09-08;2028-09-08
SA-6487;GOPLANNER ACCESS;SaaS;INFORDATA SISTEMI S.r.l.;1;2025-09-08;2028-09-08
SA-6489;GOPLANNER VISITATORI;SaaS;INFORDATA SISTEMI S.r.l.;1;2025-09-08;2028-09-08
SA-6139;OpenAssembly 4.0;SaaS;WRITE SYSTEM SRL;1;2025-09-02;2028-09-02
SA-5222;IRIS;SaaS;Intelco Italia Informatica S.R.L.;1;2024-12-27;2027-12-26
SA-5452;Integra;SaaS;ADS automated data systems S.p.A.;1;2025-02-20;2028-02-19
SA-5340;Trellix Insights;SaaS;TRELLIX ITALY S.R.L.;2;2025-01-07;2028-01-06
SA-6692;Pwork;SaaS;presenzeonline srl;1;2025-08-26;2028-08-26
SA-1721;WhistleblowingPA;SaaS;Whistleblowing Solutions Impresa Sociale S.r.l.;1;2025-06-17;2028-06-17
SA-6569;DATA PROTECTION MANAGER (DPM) su Nivola;SaaS;Studio Storti Srl;1;2025-10-03;2028-10-03
SA-6869;Whistleblowing Intelligente 2025;SaaS;Tecnolink S.r.l.;1;2025-10-03;2028-10-03
SA-2937;Sistema Informativo Territoriale Evoluto - SCT ((Sistema CloudToscana);SaaS;LdP Progetti Gis;1;2025-10-06;2028-10-06
SA-4313;comune.digital;SaaS;Growapp S.r.l.;1;2025-10-06;2028-10-06
SA-2169;Cognos Analytics on Cloud Hosted;SaaS;IBM ITALIA SPA;1;2025-11-03;2028-11-03
IA-6893;Datacenter IA-6893;IaaS;CRITICALCASE SRL;1;2025-11-05;2028-11-05
SA-5082;Digital Twin 3D;SaaS;Andreani Tributi srl;1;2025-10-28;2028-10-28
SA-7036;Philips Vue Cloud on AWS - HealthSuite Imaging - SA-7036;SaaS;Philips S.p.A.;2;2025-10-28;2028-10-28
SA-6984;SYNTHESYS SA-6984;SaaS;Serenity SpA;1;2025-10-30;2028-10-30
SA-7043;DSP Flux NX;SaaS;DATA SOLUTION PROVIDER SRL;2;2025-10-30;2028-10-30
SA-5221;Portale della formazione;SaaS;Engineering Ingegneria Informatica S.p.a.;1;2025-10-30;2028-10-30
PA-5055;AppID;PaaS;IBM ITALIA SPA;1;2025-11-03;2028-11-03
IA-419;File Storage for Classic;IaaS;IBM ITALIA SPA;1;2025-11-03;2028-11-03
SA-3733;PHLAY;SaaS;EMOTICRON S.R.L.;1;2025-11-06;2028-11-06
IA-4598;inncloud IaaS;IaaS;innovazionedigitale srl;1;2025-11-06;2028-11-06
SA-4073;Parking Scanner;SaaS;Infoproget srl;1;2025-11-06;2028-11-06
SA-4072;Traffic Scanner;SaaS;Infoproget srl;1;2025-11-06;2028-11-06
SA-4199;ALISEO HCM - Human Capital Management;SaaS;Windex S.r.l.;1;2025-11-06;2028-11-06
SA-6963;GEOCMS – Il portale cartografico dinamico per la PA;SaaS;NERAtech S.r.l.;1;2025-10-22;2028-10-22
SA-6581;Cloud Contact Center #phones;SaaS;Base Digitale Platform S.p.A.;1;2025-11-03;2028-11-03
SA-1947;DgsWebOS_Oracle;SaaS;Datagraf Servizi srl;1;2025-04-08;2028-04-08
SA-5706;DgsWebOS_PSN;SaaS;Datagraf Servizi srl;1;2025-04-08;2028-04-08
SA-7025;SHERPA;SaaS;GPI SPA;2;2025-11-21;2028-11-21
SA-7119;Virtus Flow;SaaS;Workteam S.R.L.;1;2025-11-21;2028-11-21
SA-7068;Wisetown Crowd Planning su Azure;SaaS;TeamDev srl;1;2025-11-24;2028-11-24
SA-7230;Scuola Semplice;SaaS;BluCloud Srl;1;2025-11-21;2028-11-21
SA-7000;Visual Time Web;SaaS;Tosini Group srl;1;2025-11-25;2028-11-25
SA-6343;Applicazione web per visualizzazione e consultazione dati sanitari ed epidemiologici;SaaS;Inferenze soc coop a r.l.;1;2025-10-08;2028-10-08
SA-1371;UniSmart;SaaS;Unimatica S.p.A.;1;2024-12-19;2027-12-18
SA-1376;UNIPAY -pagoPA;SaaS;Unimatica S.p.A.;1;2025-01-07;2028-01-06
SA-1394;UniSvid;SaaS;Unimatica S.p.A.;1;2024-12-19;2027-12-18
SA-7572;Gevisan;SaaS;TESEO SOC COOP;1;2026-03-13;2029-03-13
SA-1230;Unifatt;SaaS;Unimatica S.p.A.;1;2024-12-19;2027-12-18
SA-7503;Fast BCS;SaaS;Fastweb S.p.A.;2;2026-03-20;2029-03-20
SA-6307;Ermes Browser Security;SaaS;Ermes Cyber Security S.p.A.;1;2026-03-19;2029-03-19
SA-3845;BIMSp@ce;SaaS;Systema s.r.l.;1;2026-03-18;2029-03-18
SA-7209;Hedera Prime;SaaS;Hedera Dx SA;1;2026-03-17;2029-03-17
SA-7445;C'è Posto GEPPO;SaaS;ICSONE srls;1;2026-03-18;2029-03-18
SA-3846;FlexRE;SaaS;Systema s.r.l.;1;2026-03-18;2029-03-18
SA-6964;Vivimedical by Vivisol;SaaS;Vivisol srl;1;2026-03-18;2029-03-18
SA-7393;LECS Dashboard in Cloud;SaaS;CYBER EVOLUTION SRL;1;2026-03-13;2029-03-13
IA-4340;Aruba Hosting Linux Professional;IaaS;Aruba S.p.A.;1;2025-08-18;2028-08-18
IA-137;Aruba Cloud Object Storage;IaaS;Aruba S.p.A.;1;2025-01-17;2028-01-16
SA-256;Aruba Cloud Monitoring;SaaS;Aruba S.p.A.;1;2025-01-17;2028-01-16
SA-4992;Jobiri;SaaS;JOB4U Srl;1;2024-12-16;2027-12-15
SA-7267;The.0;SaaS;Netpolaris srl;2;2026-01-20;2029-01-20
SA-7153;kinexus Remote Therapy Management;SaaS;Fresenius Medical Care Deutschland GmbH;2;2025-12-18;2028-12-18
SA-4080;Zscaler Private Access;SaaS;ZSCALER SWITZERLAND GMBH ITALY BRANCH;2;2025-12-16;2028-12-16
SA-4079;Zscaler Internet Access;SaaS;ZSCALER SWITZERLAND GMBH ITALY BRANCH;2;2025-12-16;2028-12-16
SA-6834;WorldShare Management Services (WMS);SaaS;OCLC B.V.;1;2025-12-18;2028-12-18
PA-6463;ODC Platform;PaaS;OutSystems – Software em Rede, S.A.;1;2025-12-05;2028-12-05
SA-7092;Progetto Sistema Informativo Accademico;SaaS;Stefano Gualtieri e C sas;1;2025-12-09;2028-12-09
SA-11;Civilia Next;SaaS;Deda Next S.r.l.;1;2025-02-07;2028-02-06
SA-6628;Refer;SaaS;Deda Next S.r.l.;1;2025-10-17;2028-10-17
SA-4245;C.Sost - Servizio di conservazione digitale sostitutiva a norma;SaaS;Konecta Italia S.p.A.;1;2025-12-15;2028-12-15
SA-7206;CIW GIS;SaaS;CIW;1;2025-12-15;2028-12-15
SA-7215;PAGIS - SA-7215;SaaS;GENEGIS GI S.R.L.;1;2025-12-15;2028-12-15
SA-7234;UrbisNet-OsLock;SaaS;Omnia systems srl;1;2025-12-23;2028-12-23
SA-7222;Protocollo;SaaS;Namirial SpA;2;2025-12-19;2028-12-19
SA-6850;HCL AppScan;SaaS;HCL TECHNOLOGIES ITALY SPA;1;2025-12-23;2028-12-23
SA-4825;CyberArk EPM (Endpoint Privilege Manager);SaaS;Cyberark Italy S.r.L;2;2025-12-23;2028-12-23
SA-4353;COMET;SaaS;Project srl;1;2025-10-03;2028-10-03
SA-4248;Sicraweb EVO su PTCloud;SaaS;Maggioli Spa;1;2025-11-11;2028-11-11
SA-6159;Sicraweb EVO su SIAG;SaaS;Maggioli Spa;1;2025-05-23;2028-05-23
SA-7286;GeDOC;SaaS;Input Data S.r.l.;1;2026-02-02;2029-02-02
SA-543;Axios Servizi WEB-MAD-ACC-INT-ISI;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-7301;e.RATIO Cloud e-Learning Platform;SaaS;e.RATIO SRL;1;2026-03-02;2029-03-02
SA-7374;ARCASID;SaaS;Debro S.r.l.s.;1;2026-03-02;2029-03-02
SA-7067;OLYSENSE;SaaS;OLYMPUS ITALIA SRL;1;2026-03-02;2029-03-02
SA-7382;OMNIPBX;SaaS;VPCOM;1;2026-03-02;2029-03-02
SA-6085;ISL Online - Remote Desktop Solution;SaaS;ISL Remote d.o.o.;1;2025-05-16;2028-05-16
SA-7155;Immedia Interop;SaaS;IMMEDIA S.P.A.;1;2026-03-02;2029-03-02
